Issuance Date,Sustainable Development Goals,Vintage Start,Vintage End,ID,Name,Country/Area,Project Type,Methodology,Total Vintage Quantity,Quantity Issued,Serial Number,Additional Certifications,Retirement/Cancellation Date,Retirement Beneficiary,Retirement Reason,Retirement Details
2014-03-24,,2012-04-16,2013-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"155,435",500,3291-148279956-148280455-VCU-016-MER-AU-14-641-16042012-15042013-0,,2019-05-14,Pangolin,NCOS Programme,Retired on behalf of JCDecaux Australia Pty Ltd for Offsetting CY2018 NCOS Emissions
2014-03-24,,2012-04-16,2013-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"155,435",28,3291-148259611-148259638-VCU-016-MER-AU-14-641-16042012-15042013-0,,2020-03-18,Pangolin,Retirement for Person or Organization,Retired on behalf of 4 Pines Brewing Company for 2019 flight and fleet vehicle emissions
2014-03-24,,2012-04-16,2013-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"155,435",15,3291-148280456-148280470-VCU-016-MER-AU-14-641-16042012-15042013-0,,2019-06-29,Pangolin,Retirement for Person or Organization,Retired on behalf of Greenice Pty for 18/19
2014-03-24,,2012-04-16,2013-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"155,435",10,3291-148280471-148280480-VCU-016-MER-AU-14-641-16042012-15042013-0,,2019-08-20,Pangolin,Retirement for Person or Organization,Retired on behalf of Future Crunch Pty Ltd
2014-03-24,,2012-04-16,2013-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"155,435",140,3291-148280481-148280620-VCU-016-MER-AU-14-641-16042012-15042013-0,,2019-08-25,Pangolin,NCOS Programme,Retired on behalf of Oak Flats Bowling Club for NCOS Emissions for FY2018/19
2014-03-24,,2012-04-16,2013-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"155,435",15,3291-148280621-148280635-VCU-016-MER-AU-14-641-16042012-15042013-0,,2019-08-26,Pangolin,Retirement for Person or Organization,Offsetting Travel Emissions for Seated Massage Practitioners FY17/18
2014-03-24,,2012-04-16,2013-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"155,435",15,3291-148280636-148280650-VCU-016-MER-AU-14-641-16042012-15042013-0,,2019-08-26,Pangolin,Retirement for Person or Organization,Offsetting Travel Emissions for Seated Massage Practitioners FY18/19
2014-03-24,,2012-04-16,2013-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"155,435",50,3291-148280651-148280700-VCU-016-MER-AU-14-641-16042012-15042013-0,,2019-08-29,Pangolin,Retirement for Person or Organization,Retired on behalf of HESTA : A path to zero climate luncheon 3 June 2019.
2014-03-24,,2012-04-16,2013-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"155,435",819,3291-148280701-148281519-VCU-016-MER-AU-14-641-16042012-15042013-0,,2019-08-30,Pangolin Associates,Retirement for Person or Organization,Retired on behalf of Centennial Park Cemetery Authority for FY 2017/18
2014-03-24,,2012-04-16,2013-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"155,435",5,3291-148281520-148281524-VCU-016-MER-AU-14-641-16042012-15042013-0,,2019-09-02,Pangolin,Retirement for Person or Organization,Retired on behalf of Norfolk & Chance Shitbox Rally Spring 2019
2014-03-24,,2012-04-16,2013-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"155,435",10,3291-148281525-148281534-VCU-016-MER-AU-14-641-16042012-15042013-0,,2019-11-25,Pangolin,Retirement for Person or Organization,Retired on behalf of EnPerSo Business Travel Offset emissions for FY 2019/20
2014-03-24,,2012-04-16,2013-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"155,435",30,3291-148281535-148281564-VCU-016-MER-AU-14-641-16042012-15042013-0,,2019-11-28,Pangolin,Retirement for Person or Organization,Retired on behalf of Citizen Wolf Offset emissions for CY2019
2014-03-24,,2012-04-16,2013-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"155,435",150,3291-148281565-148281714-VCU-016-MER-AU-14-641-16042012-15042013-0,,2019-12-02,Pangolin,NCOS Programme,Retired on behalf of ClarkeHopkinsClarke’s Climate Active emissions for FY2018/19
2014-03-24,,2012-04-16,2013-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"155,435",5,3291-148281715-148281719-VCU-016-MER-AU-14-641-16042012-15042013-0,,2020-01-22,Pangolin,Retirement for Person or Organization,Birch Apartments 2019 Q4
2014-03-24,,2012-04-16,2013-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"155,435",54,3291-148281720-148281773-VCU-016-MER-AU-14-641-16042012-15042013-0,,2020-03-03,Pangolin,Environmental Benefit,Retired on behalf of JCDecaux Australia for Australian Ethical Super
2014-03-24,,2012-04-16,2013-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"155,435",20,3291-148281774-148281793-VCU-016-MER-AU-14-641-16042012-15042013-0,,2020-03-05,Pangolin,Retirement for Person or Organization,"Retired on behalf of Deloitte Queensland Gala - Wednesday, 11 March 2020"
2014-03-24,,2012-04-16,2013-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"155,435",5,3291-148281794-148281798-VCU-016-MER-AU-14-641-16042012-15042013-0,,2020-03-16,Pangolin,Retirement for Person or Organization,Birch Apartments 2020 Q1
2014-03-24,,2012-04-16,2013-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"155,435",239,3291-148281799-148282037-VCU-016-MER-AU-14-641-16042012-15042013-0,,2020-03-18,Pangolin,Retirement for Person or Organization,Retired on behalf of 4 Pines Brewing Company for 2019 flight and fleet vehicle emissions
2014-03-24,,2012-04-16,2013-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"155,435",13,3291-148259639-148259651-VCU-016-MER-AU-14-641-16042012-15042013-0,,2020-03-31,Pangolin,Retirement for Person or Organization,Retired on behalf of Blue Mountains World Heritage Institute Limited for April 2019 - March 2020
2014-03-24,,2012-04-16,2013-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"155,435",1,3291-148259652-148259652-VCU-016-MER-AU-14-641-16042012-15042013-0,,2020-06-30,Pangolin,Retirement for Person or Organization,Retired on behalf of Citizen Wolf Offset emissions for CY2020
2014-03-24,,2012-04-16,2013-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"155,435",25,3291-148259659-148259683-VCU-016-MER-AU-14-641-16042012-15042013-0,,2018-12-19,NRMA,Other,
2014-03-24,,2012-04-16,2013-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"155,435",37,3291-148259684-148259720-VCU-016-MER-AU-14-641-16042012-15042013-0,,2019-01-18,Dimension Data,Other,
2014-03-24,,2012-04-16,2013-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"155,435","5,000",3291-148265228-148270227-VCU-016-MER-AU-14-641-16042012-15042013-0,,2016-07-05,,Other,Provision of Carbon Credits for Melbourne Truck Show
2014-03-24,,2012-04-16,2013-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"155,435",388,3291-148270228-148270615-VCU-016-MER-AU-14-641-16042012-15042013-0,,2016-07-05,,Other,Provision of Carbon Credits for Castrol Vecton
2014-03-24,,2012-04-16,2013-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"155,435",200,3291-148272673-148272872-VCU-016-MER-AU-14-641-16042012-15042013-0,,2018-07-25,,Other,“On behalf of CBRE for NCOS reporting”\n\nBeneficial owner: CBRE Australia
2014-03-24,,2012-04-16,2013-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"155,435",108,3291-148272873-148272980-VCU-016-MER-AU-14-641-16042012-15042013-0,,2018-12-19,ISCA - Infrastructure Sustainability Council of Australia,Other,
2014-03-24,,2012-04-16,2013-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"155,435",105,3291-148272981-148273085-VCU-016-MER-AU-14-641-16042012-15042013-0,,2019-05-27,Offsetmyemissions.com Webshop Australia,Other,
2014-03-24,,2012-04-16,2013-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"155,435",7,3291-148273086-148273092-VCU-016-MER-AU-14-641-16042012-15042013-0,,2019-09-06,Hyperion Asset Management,Other,Hyperion - 103453
2014-03-24,,2012-04-16,2013-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"155,435",17,3291-148273093-148273109-VCU-016-MER-AU-14-641-16042012-15042013-0,,2020-01-08,Frasers Property Australia,Other,"Retired on behalf of Industria Company No. 2 Pty Limited to support its carbon neutral claim against the Climate Active Carbon Neutral Building Standard for, Building C 1C Homebush Bay Drive, from 01/09/2018 to 31/08/2019"
2014-03-24,,2012-04-16,2013-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"155,435",640,3291-148273116-148273755-VCU-016-MER-AU-14-641-16042012-15042013-0,,2019-02-23,Investa Property Group,Other,
2014-03-24,,2012-04-16,2013-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"155,435",164,3291-148273756-148273919-VCU-016-MER-AU-14-641-16042012-15042013-0,,2019-10-18,,,
2014-03-24,,2012-04-16,2013-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"155,435",200,3291-148273920-148274119-VCU-016-MER-AU-14-641-16042012-15042013-0,,2019-10-22,Jardan Australia Pty Ltd,Other,Retired on behalf of Jardan Australia Pty Ltd for NCOS purposes for the FY2018/19 reporting period
2014-03-24,,2012-04-16,2013-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"155,435",575,3291-148274120-148274694-VCU-016-MER-AU-14-641-16042012-15042013-0,,2019-12-20,Rally Australia,Other,Retired on behalf of Rally Australia for WRC 2018
2014-03-24,,2012-04-16,2013-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"155,435",48,3291-148274695-148274742-VCU-016-MER-AU-14-641-16042012-15042013-0,,2020-01-29,Frasers Property Australia,Other,"Retired on behalf of APN Funds Management Limited to support its carbon neutral claim against the Climate Active Carbon Neutral Building Standard for, Building A 1A Homebush Bay Drive, from 01/09/2018 to 31/08/2019"
2014-03-24,,2012-04-16,2013-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"155,435",197,3291-148274743-148274939-VCU-016-MER-AU-14-641-16042012-15042013-0,,2020-03-11,,,
2014-03-24,,2012-04-16,2013-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"155,435","3,768",3291-148275116-148278883-VCU-016-MER-AU-14-641-16042012-15042013-0,,2016-07-05,,Other,Provision of Carbon Credits for Castrol Vecton
2014-03-24,,2012-04-16,2013-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"155,435","1,050",3291-148282038-148283087-VCU-016-MER-AU-14-641-16042012-15042013-0,,2019-01-18,Aesop,Other,
2014-03-24,,2012-04-16,2013-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"155,435",624,3291-148283088-148283711-VCU-016-MER-AU-14-641-16042012-15042013-0,,2019-01-18,Dimension Data,Other,
2014-03-24,,2012-04-16,2013-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"155,435",77,3291-148286966-148287042-VCU-016-MER-AU-14-641-16042012-15042013-0,,2018-09-26,Zoos Victoria,Other,Retired for Zoos Victoria’s Carbon Neutral program
2014-03-24,,2012-04-16,2013-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"155,435",35,3291-148287043-148287077-VCU-016-MER-AU-14-641-16042012-15042013-0,,2019-01-18,Dimension Data,Other,
2014-03-24,,2012-04-16,2013-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"155,435",18,3291-148287078-148287095-VCU-016-MER-AU-14-641-16042012-15042013-0,,2019-01-23,Molino Stewart Pty Ltd,Other,
2014-03-24,,2012-04-16,2013-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"155,435",32,3291-148287096-148287127-VCU-016-MER-AU-14-641-16042012-15042013-0,,2019-09-13,,,
2014-03-24,,2012-04-16,2013-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"155,435",33,3291-148287128-148287160-VCU-016-MER-AU-14-641-16042012-15042013-0,,2019-10-14,,,
2014-03-24,,2012-04-16,2013-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"155,435",22,3291-148287161-148287182-VCU-016-MER-AU-14-641-16042012-15042013-0,,2019-12-12,,,
2014-03-24,,2012-04-16,2013-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"155,435","3,000",3291-148254764-148257763-VCU-016-MER-AU-14-641-16042012-15042013-0,,2015-10-07,,Other,Emissions Offset: Climate Friendly Clients (CY2014)
2014-03-24,,2012-04-16,2013-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"155,435",350,3291-148286416-148286765-VCU-016-MER-AU-14-641-16042012-15042013-0,,2016-01-21,,Other,Retired on behalf of Earth Frequency Festival
2014-03-24,,2012-04-16,2013-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"155,435",99,3291-148261036-148261134-VCU-016-MER-AU-14-641-16042012-15042013-0,,2020-05-11,Pangolin Associates,Retirement for Person or Organization,Retired on behalf of Centennial Park Cemetery Authority for FY 2017/18
2014-03-24,,2012-04-16,2013-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"155,435",450,3291-148261135-148261584-VCU-016-MER-AU-14-641-16042012-15042013-0,,2020-06-19,Pangolin,NCOS Programme,Climate Active Programme; Retired on behalf of Pinetrees Lodge for FY2018/19
2014-03-24,,2012-04-16,2013-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"155,435",49,3291-148261585-148261633-VCU-016-MER-AU-14-641-16042012-15042013-0,,2020-06-30,Pangolin,Retirement for Person or Organization,Retired on behalf of Citizen Wolf Offset emissions for CY2020
2014-03-24,,2012-04-16,2013-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"155,435",67,3291-148275049-148275115-VCU-016-MER-AU-14-641-16042012-15042013-0,,2021-07-01,,,
2014-03-24,,2012-04-16,2013-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"155,435",5,3291-148261634-148261638-VCU-016-MER-AU-14-641-16042012-15042013-0,,2020-07-08,Pangolin,Retirement for Person or Organization,Birch Apartments 2020 Q2
2014-03-24,,2012-04-16,2013-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"155,435",8,3291-148261639-148261646-VCU-016-MER-AU-14-641-16042012-15042013-0,,2020-07-28,Pangolin,Retirement for Person or Organization,Retired on behalf of Whole Nine Yards Group Offset emissions for CY2019
2014-03-24,,2012-04-16,2013-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"155,435",4,3291-148261647-148261650-VCU-016-MER-AU-14-641-16042012-15042013-0,,2020-08-20,Pangolin,Retirement for Person or Organization,"Retired on behalf of Robinson Architecture for FY19/20, FY20/21 & FY21/212"
2014-03-24,,2012-04-16,2013-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"155,435",21,3291-148261655-148261675-VCU-016-MER-AU-14-641-16042012-15042013-0,,2020-12-14,Pangolin,Retirement for Person or Organization,Retired on behalf of Blue Mountains World Heritage Institute Limited for August 2020
2014-03-24,,2012-04-16,2013-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"155,435",4,3291-148261651-148261654-VCU-016-MER-AU-14-641-16042012-15042013-0,,2020-12-14,Pangolin,Retirement for Person or Organization,Retired on behalf of Blue Mountains World Heritage Institute Limited for August 2020
2014-03-24,,2012-04-16,2013-04-15,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"155,435",2,3291-148261676-148261677-VCU-016-MER-AU-14-641-16042012-15042013-0,,2021-05-26,Pangolin,Retirement for Person or Organization,Retired on behalf of Bassike Industry and Consumer Shows for Australian Fashion Week 2021
2014-02-11,,2012-03-13,2013-03-12,605,Protection of a Tasmanian native forest - Project 1 - REDD Forests Pilot,Australia,Agriculture Forestry and Other Land Use,VM0010,"5,183","1,296",3228-145701305-145702600-VCU-016-MER-AU-14-605-13032012-12032013-0,,2014-07-01,,Retirement for Person or Organization,
2014-02-11,,2012-03-13,2013-03-12,605,Protection of a Tasmanian native forest - Project 1 - REDD Forests Pilot,Australia,Agriculture Forestry and Other Land Use,VM0010,"5,183",409,3228-145698918-145699326-VCU-016-MER-AU-14-605-13032012-12032013-0,,2018-07-20,,Other,
2014-02-11,,2012-03-13,2013-03-12,605,Protection of a Tasmanian native forest - Project 1 - REDD Forests Pilot,Australia,Agriculture Forestry and Other Land Use,VM0010,"5,183",159,3228-145699327-145699485-VCU-016-MER-AU-14-605-13032012-12032013-0,,2018-10-11,ACF,Other,
2014-02-11,,2012-03-13,2013-03-12,605,Protection of a Tasmanian native forest - Project 1 - REDD Forests Pilot,Australia,Agriculture Forestry and Other Land Use,VM0010,"5,183",211,3228-145699486-145699696-VCU-016-MER-AU-14-605-13032012-12032013-0,,2018-10-25,,,
2014-02-11,,2012-03-13,2013-03-12,605,Protection of a Tasmanian native forest - Project 1 - REDD Forests Pilot,Australia,Agriculture Forestry and Other Land Use,VM0010,"5,183",39,3228-145699697-145699735-VCU-016-MER-AU-14-605-13032012-12032013-0,,2018-11-28,Melbourne Airport,Other,Retired on behalf of Melbourne Airport
2014-02-11,,2012-03-13,2013-03-12,605,Protection of a Tasmanian native forest - Project 1 - REDD Forests Pilot,Australia,Agriculture Forestry and Other Land Use,VM0010,"5,183",211,3228-145699736-145699946-VCU-016-MER-AU-14-605-13032012-12032013-0,,2019-04-04,Banyule City Council,Other,
